Query	Top Result	Relevance	Error
"다른 제조업체에서 제조가공한 제품을 소분하여 포장하는 소분업의 경우 소분한 제품에
대하여 자가품질검사를 하여야 하는지? "	"Q: 다른 제조업체에서 제조가공한 제품을 소분하여 포장하는 소분업의 경우 소분한 제품에
대하여 자가품질검사를 하여야 하는지? 
A: 식품소분업자는 자가품질검사 대상에 포함되지 않아 검사 의무가 없습니다. 하지만, 소분한 제품은 반드시 ｢식품의 기준 및 규격｣을 충족해야 합니다."	true	
"다른 제조업체에서 제조가공한 제품을 소분하여 포장하는 소분업의 경우 소분한 제품에
대하여 자가품질검사를 하여야 하는지? "	"Q: 다른 제조업체에서 제조가공한 제품을 소분하여 포장하는 소분업의 경우 소분한 제품에
대하여 자가품질검사를 하여야 하는지? 
A: 식품소분업자는 자가품질검사 대상에 포함되지 않아 검사 의무가 없습니다. 하지만, 소분한 제품은 반드시 ｢식품의 기준 및 규격｣을 충족해야 합니다."	true	
제조 중단 후 검사 주기는 어떻게 적용되나요?	"Q: 제조 중단 후 검사 주기는 어떻게 적용되나요?
A: 검사주기가 3개월인 제품을 7월 29일 최초 검사를 실시하였다면 10월 29일에 제조･가공한 제품에 대하여 추가로 자가품질검사를 실시하여야 합니다.
다만, 10월 29일 이후(10월 29일 포함) 해당 제품의 생산이 없다면 해당 기간 동안 추가로 자가품질검사를 실시하지 않아도 되고, 10월 29일 이후 제조･가공한 첫 제품에 대하여 자가품질검사를 실시하여야 합니다.
"	true	
제조 중단 후 검사 주기는 어떻게 적용되나요?	"Q: 제조 중단 후 검사 주기는 어떻게 적용되나요?
A: 검사주기가 3개월인 제품을 7월 29일 최초 검사를 실시하였다면 10월 29일에 제조･가공한 제품에 대하여 추가로 자가품질검사를 실시하여야 합니다.
다만, 10월 29일 이후(10월 29일 포함) 해당 제품의 생산이 없다면 해당 기간 동안 추가로 자가품질검사를 실시하지 않아도 되고, 10월 29일 이후 제조･가공한 첫 제품에 대하여 자가품질검사를 실시하여야 합니다.
"	true	
제조 중단 후 검사 주기는 어떻게 적용되나요?	"Q: 제조 중단 후 검사 주기는 어떻게 적용되나요?
A: 검사주기가 3개월인 제품을 7월 29일 최초 검사를 실시하였다면 10월 29일에 제조･가공한 제품에 대하여 추가로 자가품질검사를 실시하여야 합니다.
다만, 10월 29일 이후(10월 29일 포함) 해당 제품의 생산이 없다면 해당 기간 동안 추가로 자가품질검사를 실시하지 않아도 되고, 10월 29일 이후 제조･가공한 첫 제품에 대하여 자가품질검사를 실시하여야 합니다.
"	true	
제조 중단 후 검사 주기는 어떻게 적용되나요?	"Q: 제조 중단 후 검사 주기는 어떻게 적용되나요?
A: 검사주기가 3개월인 제품을 7월 29일 최초 검사를 실시하였다면 10월 29일에 제조･가공한 제품에 대하여 추가로 자가품질검사를 실시하여야 합니다.
다만, 10월 29일 이후(10월 29일 포함) 해당 제품의 생산이 없다면 해당 기간 동안 추가로 자가품질검사를 실시하지 않아도 되고, 10월 29일 이후 제조･가공한 첫 제품에 대하여 자가품질검사를 실시하여야 합니다.
"	true	
자가품질검사 외 추가 검사에서 부적합이 발견된 경우 어떤 조치를 취해야 하나요?	"Q: 자가품질검사 외 추가 검사에서 부적합이 발견된 경우 어떤 조치를 취해야 하나요?
A: 자가품질검사에서 정한 항목이 아닌 경우라도 부적합 판정을 받은 경우 부적합식품긴급 통보시스템으로 우선 통보한 후 부적합 항목이 회수대상인 경우 유통 제품에 대하여 회수･폐기 등 조치하여야 함"	true	
자가품질검사 외 추가 검사에서 부적합이 발견된 경우 어떤 조치를 취해야 하나요?	"Q: 자가품질검사 외 추가 검사에서 부적합이 발견된 경우 어떤 조치를 취해야 하나요?
A: 자가품질검사에서 정한 항목이 아닌 경우라도 부적합 판정을 받은 경우 부적합식품긴급 통보시스템으로 우선 통보한 후 부적합 항목이 회수대상인 경우 유통 제품에 대하여 회수･폐기 등 조치하여야 함"	true	
자가품질검사 외 추가 검사에서 부적합이 발견된 경우 어떤 조치를 취해야 하나요?	"Q: 자가품질검사 외 추가 검사에서 부적합이 발견된 경우 어떤 조치를 취해야 하나요?
A: 자가품질검사에서 정한 항목이 아닌 경우라도 부적합 판정을 받은 경우 부적합식품긴급 통보시스템으로 우선 통보한 후 부적합 항목이 회수대상인 경우 유통 제품에 대하여 회수･폐기 등 조치하여야 함"	true	
자가품질검사 외 추가 검사에서 부적합이 발견된 경우 어떤 조치를 취해야 하나요?	"Q: 자가품질검사 외 추가 검사에서 부적합이 발견된 경우 어떤 조치를 취해야 하나요?
A: 자가품질검사에서 정한 항목이 아닌 경우라도 부적합 판정을 받은 경우 부적합식품긴급 통보시스템으로 우선 통보한 후 부적합 항목이 회수대상인 경우 유통 제품에 대하여 회수･폐기 등 조치하여야 함"	true	
자가품질검사 외 추가 검사에서 부적합이 발견된 경우 어떤 조치를 취해야 하나요?	"Q: 자가품질검사 외 추가 검사에서 부적합이 발견된 경우 어떤 조치를 취해야 하나요?
A: 자가품질검사에서 정한 항목이 아닌 경우라도 부적합 판정을 받은 경우 부적합식품긴급 통보시스템으로 우선 통보한 후 부적합 항목이 회수대상인 경우 유통 제품에 대하여 회수･폐기 등 조치하여야 함"	true	
자가품질검사 외 추가 검사에서 부적합이 발견된 경우 어떤 조치를 취해야 하나요?	"Q: 자가품질검사 외 추가 검사에서 부적합이 발견된 경우 어떤 조치를 취해야 하나요?
A: 자가품질검사에서 정한 항목이 아닌 경우라도 부적합 판정을 받은 경우 부적합식품긴급 통보시스템으로 우선 통보한 후 부적합 항목이 회수대상인 경우 유통 제품에 대하여 회수･폐기 등 조치하여야 함"	true	
식품등의 자가품질 검사항목 지정'에서 언급된 보존료는 어떤 것을 말하나요?	"Q: 식품등의 자가품질 검사항목 지정'에서 언급된 보존료는 어떤 것을 말하나요?
A: 「식품의 기준 및 규격」에 따르면, 보존료는 데히드로초산나트륨, 소브산 및 그 염류(칼륨, 칼슘), 안식향산 및 그 염류(나트륨, 칼륨), 파라옥시안식향산류(메틸, 에틸), 프로피온산 및 그 염류(나트륨, 칼슘)를 포함합니다. 이들은 식품의 보존을 돕는 물질로 지정되어 있습니다."	true	
식품등의 자가품질 검사항목 지정'에서 언급된 보존료는 어떤 것을 말하나요?	"Q: 식품등의 자가품질 검사항목 지정'에서 언급된 보존료는 어떤 것을 말하나요?
A: 「식품의 기준 및 규격」에 따르면, 보존료는 데히드로초산나트륨, 소브산 및 그 염류(칼륨, 칼슘), 안식향산 및 그 염류(나트륨, 칼륨), 파라옥시안식향산류(메틸, 에틸), 프로피온산 및 그 염류(나트륨, 칼슘)를 포함합니다. 이들은 식품의 보존을 돕는 물질로 지정되어 있습니다."	true	
식품등의 자가품질 검사항목 지정'에서 언급된 보존료는 어떤 것을 말하나요?	"Q: 식품등의 자가품질 검사항목 지정'에서 언급된 보존료는 어떤 것을 말하나요?
A: 「식품의 기준 및 규격」에 따르면, 보존료는 데히드로초산나트륨, 소브산 및 그 염류(칼륨, 칼슘), 안식향산 및 그 염류(나트륨, 칼륨), 파라옥시안식향산류(메틸, 에틸), 프로피온산 및 그 염류(나트륨, 칼슘)를 포함합니다. 이들은 식품의 보존을 돕는 물질로 지정되어 있습니다."	true	
식품등의 자가품질 검사항목 지정'에서 언급된 보존료는 어떤 것을 말하나요?	"Q: 식품등의 자가품질 검사항목 지정'에서 언급된 보존료는 어떤 것을 말하나요?
A: 「식품의 기준 및 규격」에 따르면, 보존료는 데히드로초산나트륨, 소브산 및 그 염류(칼륨, 칼슘), 안식향산 및 그 염류(나트륨, 칼륨), 파라옥시안식향산류(메틸, 에틸), 프로피온산 및 그 염류(나트륨, 칼슘)를 포함합니다. 이들은 식품의 보존을 돕는 물질로 지정되어 있습니다."	true	
식품등의 자가품질 검사항목 지정'에서 언급된 보존료는 어떤 것을 말하나요?	"Q: 식품등의 자가품질 검사항목 지정'에서 언급된 보존료는 어떤 것을 말하나요?
A: 「식품의 기준 및 규격」에 따르면, 보존료는 데히드로초산나트륨, 소브산 및 그 염류(칼륨, 칼슘), 안식향산 및 그 염류(나트륨, 칼륨), 파라옥시안식향산류(메틸, 에틸), 프로피온산 및 그 염류(나트륨, 칼슘)를 포함합니다. 이들은 식품의 보존을 돕는 물질로 지정되어 있습니다."	true	
식품등의 자가품질 검사항목 지정'에서 언급된 보존료는 어떤 것을 말하나요?	"Q: 식품등의 자가품질 검사항목 지정'에서 언급된 보존료는 어떤 것을 말하나요?
A: 「식품의 기준 및 규격」에 따르면, 보존료는 데히드로초산나트륨, 소브산 및 그 염류(칼륨, 칼슘), 안식향산 및 그 염류(나트륨, 칼륨), 파라옥시안식향산류(메틸, 에틸), 프로피온산 및 그 염류(나트륨, 칼슘)를 포함합니다. 이들은 식품의 보존을 돕는 물질로 지정되어 있습니다."	true	
자가품질검사를 일부 위탁하고 일부를 자체적으로 수행할 때, 모든 검사 결과를 LIMS에 기록해야 하나요?	"Q: 자가품질검사를 일부 위탁하고 일부를 자체적으로 수행할 때, 모든 검사 결과를 LIMS에 기록해야 하나요?
A: 업체가 자체적으로 수행하는 검사항목의 결과만 통합실험실정보관리시스템(LIMS)에 기록 관리해야 합니다. 위탁한 검사 결과는 해당 기관에서 관리합니다."	true	
자가품질검사를 일부 위탁하고 일부를 자체적으로 수행할 때, 모든 검사 결과를 LIMS에 기록해야 하나요?	"Q: 자가품질검사를 일부 위탁하고 일부를 자체적으로 수행할 때, 모든 검사 결과를 LIMS에 기록해야 하나요?
A: 업체가 자체적으로 수행하는 검사항목의 결과만 통합실험실정보관리시스템(LIMS)에 기록 관리해야 합니다. 위탁한 검사 결과는 해당 기관에서 관리합니다."	true	
자가품질검사를 일부 위탁하고 일부를 자체적으로 수행할 때, 모든 검사 결과를 LIMS에 기록해야 하나요?	"Q: 자가품질검사를 일부 위탁하고 일부를 자체적으로 수행할 때, 모든 검사 결과를 LIMS에 기록해야 하나요?
A: 업체가 자체적으로 수행하는 검사항목의 결과만 통합실험실정보관리시스템(LIMS)에 기록 관리해야 합니다. 위탁한 검사 결과는 해당 기관에서 관리합니다."	true	
자가품질검사를 일부 위탁하고 일부를 자체적으로 수행할 때, 모든 검사 결과를 LIMS에 기록해야 하나요?	"Q: 자가품질검사를 일부 위탁하고 일부를 자체적으로 수행할 때, 모든 검사 결과를 LIMS에 기록해야 하나요?
A: 업체가 자체적으로 수행하는 검사항목의 결과만 통합실험실정보관리시스템(LIMS)에 기록 관리해야 합니다. 위탁한 검사 결과는 해당 기관에서 관리합니다."	true	
자체 기록관리 시스템을 도입한 후 LIMS 관리 방법은 어떻게 되나요?	"Q: 자체 기록관리 시스템을 도입한 후 LIMS 관리 방법은 어떻게 되나요?
A: 자체 시스템을 도입한 경우 그 시스템을 사용하면서도 LIMS는 활성 상태를 유지해야 합니다. LIMS에 6개월 이상 로그인이 없으면 계정이 휴면 상태로 전환되므로, 자가품질검사 기록을 2년간 유효하게 보관하기 위해 주기적으로 접속해야 합니다."	true	
자체 기록관리 시스템을 도입한 후 LIMS 관리 방법은 어떻게 되나요?	"Q: 자체 기록관리 시스템을 도입한 후 LIMS 관리 방법은 어떻게 되나요?
A: 자체 시스템을 도입한 경우 그 시스템을 사용하면서도 LIMS는 활성 상태를 유지해야 합니다. LIMS에 6개월 이상 로그인이 없으면 계정이 휴면 상태로 전환되므로, 자가품질검사 기록을 2년간 유효하게 보관하기 위해 주기적으로 접속해야 합니다."	true	
자체 기록관리 시스템을 도입한 후 LIMS 관리 방법은 어떻게 되나요?	"Q: 자체 기록관리 시스템을 도입한 후 LIMS 관리 방법은 어떻게 되나요?
A: 자체 시스템을 도입한 경우 그 시스템을 사용하면서도 LIMS는 활성 상태를 유지해야 합니다. LIMS에 6개월 이상 로그인이 없으면 계정이 휴면 상태로 전환되므로, 자가품질검사 기록을 2년간 유효하게 보관하기 위해 주기적으로 접속해야 합니다."	true	
자체 기록관리 시스템을 도입한 후 LIMS 관리 방법은 어떻게 되나요?	"Q: 자체 기록관리 시스템을 도입한 후 LIMS 관리 방법은 어떻게 되나요?
A: 자체 시스템을 도입한 경우 그 시스템을 사용하면서도 LIMS는 활성 상태를 유지해야 합니다. LIMS에 6개월 이상 로그인이 없으면 계정이 휴면 상태로 전환되므로, 자가품질검사 기록을 2년간 유효하게 보관하기 위해 주기적으로 접속해야 합니다."	true	
자체 기록관리 시스템을 도입한 후 LIMS 관리 방법은 어떻게 되나요?	"Q: 자체 기록관리 시스템을 도입한 후 LIMS 관리 방법은 어떻게 되나요?
A: 자체 시스템을 도입한 경우 그 시스템을 사용하면서도 LIMS는 활성 상태를 유지해야 합니다. LIMS에 6개월 이상 로그인이 없으면 계정이 휴면 상태로 전환되므로, 자가품질검사 기록을 2년간 유효하게 보관하기 위해 주기적으로 접속해야 합니다."	true	
자체 기록관리 시스템을 도입한 후 LIMS 관리 방법은 어떻게 되나요?	"Q: 자체 기록관리 시스템을 도입한 후 LIMS 관리 방법은 어떻게 되나요?
A: 자체 시스템을 도입한 경우 그 시스템을 사용하면서도 LIMS는 활성 상태를 유지해야 합니다. LIMS에 6개월 이상 로그인이 없으면 계정이 휴면 상태로 전환되므로, 자가품질검사 기록을 2년간 유효하게 보관하기 위해 주기적으로 접속해야 합니다."	true	
동일한 검사항목을 가진, 제품명과 원재료명이 다른 수입식품 A와 B의 자가품질검사 방법은 어떻게 되나요?	"Q: 동일한 검사항목을 가진, 제품명과 원재료명이 다른 수입식품 A와 B의 자가품질검사 방법은 어떻게 되나요?
A: 만약 A와 B가 동일한 해외 제조업소에서 생산되어 동일한 식품유형으로 분류되면, 두 제품을 함께 식품유형별로 자가품질검사를 할 수 있습니다. 그러나 제조업소가 서로 다를 경우, 각 제품에 대해 별도의 검사가 필요합니다."	true	
동일한 검사항목을 가진, 제품명과 원재료명이 다른 수입식품 A와 B의 자가품질검사 방법은 어떻게 되나요?	"Q: 동일한 검사항목을 가진, 제품명과 원재료명이 다른 수입식품 A와 B의 자가품질검사 방법은 어떻게 되나요?
A: 만약 A와 B가 동일한 해외 제조업소에서 생산되어 동일한 식품유형으로 분류되면, 두 제품을 함께 식품유형별로 자가품질검사를 할 수 있습니다. 그러나 제조업소가 서로 다를 경우, 각 제품에 대해 별도의 검사가 필요합니다."	true	
동일한 검사항목을 가진, 제품명과 원재료명이 다른 수입식품 A와 B의 자가품질검사 방법은 어떻게 되나요?	"Q: 동일한 검사항목을 가진, 제품명과 원재료명이 다른 수입식품 A와 B의 자가품질검사 방법은 어떻게 되나요?
A: 만약 A와 B가 동일한 해외 제조업소에서 생산되어 동일한 식품유형으로 분류되면, 두 제품을 함께 식품유형별로 자가품질검사를 할 수 있습니다. 그러나 제조업소가 서로 다를 경우, 각 제품에 대해 별도의 검사가 필요합니다."	true	
동일한 검사항목을 가진, 제품명과 원재료명이 다른 수입식품 A와 B의 자가품질검사 방법은 어떻게 되나요?	"Q: 동일한 검사항목을 가진, 제품명과 원재료명이 다른 수입식품 A와 B의 자가품질검사 방법은 어떻게 되나요?
A: 만약 A와 B가 동일한 해외 제조업소에서 생산되어 동일한 식품유형으로 분류되면, 두 제품을 함께 식품유형별로 자가품질검사를 할 수 있습니다. 그러나 제조업소가 서로 다를 경우, 각 제품에 대해 별도의 검사가 필요합니다."	true	
수입한 반가공 원료식품을 8개월 후 다시 수입하는 경우, 자가품질검사는 필요한가요?	"Q: 수입한 반가공 원료식품을 8개월 후 다시 수입하는 경우, 자가품질검사는 필요한가요?
A: 관세법에 따라 발급된 신고필증이 있는 수입제품에 대하여 최초 수입 시 1회 자가품질검사를 실시한 후, 동일한 제품을 추가로 수입하더라도 6개월마다 자가품질검사를 반복적으로 실시해야 합니다. 
"	true	
수입한 반가공 원료식품을 8개월 후 다시 수입하는 경우, 자가품질검사는 필요한가요?	"Q: 수입한 반가공 원료식품을 8개월 후 다시 수입하는 경우, 자가품질검사는 필요한가요?
A: 관세법에 따라 발급된 신고필증이 있는 수입제품에 대하여 최초 수입 시 1회 자가품질검사를 실시한 후, 동일한 제품을 추가로 수입하더라도 6개월마다 자가품질검사를 반복적으로 실시해야 합니다. 
"	true	
수입한 반가공 원료식품을 8개월 후 다시 수입하는 경우, 자가품질검사는 필요한가요?	"Q: 수입한 반가공 원료식품을 8개월 후 다시 수입하는 경우, 자가품질검사는 필요한가요?
A: 관세법에 따라 발급된 신고필증이 있는 수입제품에 대하여 최초 수입 시 1회 자가품질검사를 실시한 후, 동일한 제품을 추가로 수입하더라도 6개월마다 자가품질검사를 반복적으로 실시해야 합니다. 
"	true	
